prodcodeid,dmdid,productname,formulation,routeofadministration,drugsubstancename,substancestrength,termfromemis,weak_opiate,strong_opiate,opiates_all,opiate_all
1564841000033110,314411000001101,Zydol 50mg soluble tablets,Soluble tablet,Oral,Tramadol hydrochloride,50.000mg,zydol 50mg soluble tablets (grunenthal ltd),NA,1,1,1
1702141000033110,322646003,Tramadol 100mg effervescent powder sachets sugar free, Effervescent powder,Oral,Tramadol hydrochloride,100.000mg,tramadol 100mg effervescent powder sachets sugar free,NA,1,1,1
1702241000033110,322645004,Tramadol 50mg effervescent powder sachets sugar free, Effervescent powder,Oral,Tramadol hydrochloride,50.000mg,tramadol 50mg effervescent powder sachets sugar free,NA,1,1,1
1713141000033110,473811000001101,Zamadol 100mg/2ml solution for injection ampoules,Solution for injection,Intravenous/ Intramuscular/ Subcutaneous,Tramadol hydrochloride,50.000mg/1.000ml,zamadol 100mg/2ml solution for injection ampoules (mylan),NA,1,1,1
172641000033116,322498006,Buprenorphine 200microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,200.000microgram,buprenorphine 200microgram sublingual tablets sugar free,NA,1,1,1
174241000033111,322492007,Buprenorphine 400microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,400.000microgram,buprenorphine 400microgram sublingual tablets sugar free,NA,1,1,1
1744741000033110,,,,,,,morphine sulfate concentrated oral solution 20 mg/ml,NA,1,1,1
1752041000033110,3451411000001100,Sevredol 20mg/ml concentrated oral solution,Oral solution,Oral,Morphine sulfate,20.000mg/1.000ml,sevredol 20mg/ml concentrated oral solution (napp pharmaceuticals ltd),NA,1,1,1
1752541000033110,3164111000001100,Sevredol 10mg/5ml oral solution,Oral solution,Oral,Morphine sulfate,2.000mg/1.000ml,sevredol 10mg/5ml oral solution (napp pharmaceuticals ltd),NA,1,1,1
1835341000033110,322496005,Buprenorphine 2mg sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,2.000mg,buprenorphine 2mg sublingual tablets sugar free,NA,1,1,1
1835441000033110,322497001,Buprenorphine 8mg sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,8.000mg,buprenorphine 8mg sublingual tablets sugar free,NA,1,1,1
1835541000033110,292611000001104,Subutex 0.4mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,400.000microgram,subutex 0.4mg sublingual tablets (indivior uk ltd),NA,1,1,1
1835641000033110,231411000001101,Subutex 2mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,2.000mg,subutex 2mg sublingual tablets (indivior uk ltd),NA,1,1,1
1835741000033110,749211000001105,Subutex 8mg sublingual tablets,Sublingual tablet,Sublingual,Buprenorphine hydrochloride,8.000mg,subutex 8mg sublingual tablets (indivior uk ltd),NA,1,1,1
1849941000033110,35920911000001100,Tramadol 300mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,300.000mg,tramadol 300mg modified-release tablets,NA,1,1,1
1850041000033110,35921011000001100,Tramadol 400mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,400.000mg,tramadol 400mg modified-release tablets,NA,1,1,1
1850141000033110,139611000001100,Zydol XL 150mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,150.000mg,zydol xl 150mg tablets (grunenthal ltd),NA,1,1,1
1850241000033110,142111000001100,Zydol XL 200mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,zydol xl 200mg tablets (grunenthal ltd),NA,1,1,1
1850341000033110,929211000001103,Zydol XL 300mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,300.000mg,zydol xl 300mg tablets (grunenthal ltd),NA,1,1,1
1850441000033110,461411000001108,Zydol XL 400mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,400.000mg,zydol xl 400mg tablets (grunenthal ltd),NA,1,1,1
1923941000033110,36126411000001100,Morphine 10mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,10.000mg,morphine 10mg modified-release capsules,NA,1,1,1
1924041000033110,36127211000001100,Morphine 30mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,30.000mg,morphine 30mg modified-release capsules,NA,1,1,1
1924141000033110,36127611000001100,Morphine 60mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,60.000mg,morphine 60mg modified-release capsules,NA,1,1,1
1924241000033110,36125811000001100,Morphine 100mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,100.000mg,morphine 100mg modified-release capsules,NA,1,1,1
1924341000033110,36126911000001100,Morphine 200mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,200.000mg,morphine 200mg modified-release capsules,NA,1,1,1
1981941000033110,36129511000001100,Oxycodone 10mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,10.000mg,oxycodone 10mg modified-release tablets,NA,1,1,1
1982041000033110,36130411000001100,Oxycodone 20mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,20.000mg,oxycodone 20mg modified-release tablets,NA,1,1,1
1982141000033110,36130911000001100,Oxycodone 40mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,40.000mg,oxycodone 40mg modified-release tablets,NA,1,1,1
1982541000033110,36131511000001100,Oxycodone 80mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,80.000mg,oxycodone 80mg modified-release tablets,NA,1,1,1
1987141000033110,322691007,Oxycodone 5mg capsules,Capsule,Oral,Oxycodone hydrochloride,5.000mg,oxycodone 5mg capsules,NA,1,1,1
1987241000033110,322692000,Oxycodone 10mg capsules,Capsule,Oral,Oxycodone hydrochloride,10.000mg,oxycodone 10mg capsules,NA,1,1,1
1987341000033110,322693005,Oxycodone 20mg capsules,Capsule,Oral,Oxycodone hydrochloride,20.000mg,oxycodone 20mg capsules,NA,1,1,1
1987441000033110,36131211000001100,Oxycodone 5mg/5ml oral solution sugar free,Oral solution,Oral,Oxycodone hydrochloride,1.000mg/1.000ml,oxycodone 5mg/5ml oral solution sugar free,NA,1,1,1
1987541000033110,36130011000001100,Oxycodone 10mg/ml oral solution sugar free,Oral solution,Oral,Oxycodone hydrochloride,10.000mg/1.000ml,oxycodone 10mg/ml oral solution sugar free,NA,1,1,1
1987641000033110,2891711000001100,OxyContin 10mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,10.000mg,oxycontin 10mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
1987741000033110,2896611000001100,OxyContin 20mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,20.000mg,oxycontin 20mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
1987841000033110,2897211000001100,OxyContin 40mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,40.000mg,oxycontin 40mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
1987941000033110,2898111000001100,OxyContin 80mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,80.000mg,oxycontin 80mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
1988041000033110,2895711000001100,OxyNorm 5mg capsules,Capsule,Oral,Oxycodone hydrochloride,5.000mg,oxynorm 5mg capsules (napp pharmaceuticals ltd),NA,1,1,1
1988141000033110,2896011000001100,OxyNorm 10mg capsules,Capsule,Oral,Oxycodone hydrochloride,10.000mg,oxynorm 10mg capsules (napp pharmaceuticals ltd),NA,1,1,1
1988241000033110,2896311000001100,OxyNorm 20mg capsules,Capsule,Oral,Oxycodone hydrochloride,20.000mg,oxynorm 20mg capsules (napp pharmaceuticals ltd),NA,1,1,1
1988341000033110,2897511000001100,OxyNorm 10mg/ml concentrate oral solution,Oral solution,Oral,Oxycodone hydrochloride,10.000mg/1.000ml,oxynorm 10mg/ml concentrate oral solution (napp pharmaceuticals ltd),NA,1,1,1
1988441000033110,2898211000001100,OxyNorm liquid 1mg/ml oral solution,Oral solution,Oral,Oxycodone hydrochloride,1.000mg/1.000ml,oxynorm liquid 1mg/ml oral solution (napp pharmaceuticals ltd),NA,1,1,1
2068441000033110,36127811000001100,Morphine 90mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,90.000mg,morphine 90mg modified-release capsules,NA,1,1,1
2068541000033110,36126611000001100,Morphine 120mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,120.000mg,morphine 120mg modified-release capsules,NA,1,1,1
2068641000033110,36126711000001100,Morphine 150mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,150.000mg,morphine 150mg modified-release capsules,NA,1,1,1
2068741000033110,36127111000001100,Morphine 20mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,20.000mg,morphine 20mg modified-release capsules,NA,1,1,1
2068841000033110,36127411000001100,Morphine 50mg modified-release capsules,Modified-release capsule,Oral,Morphine sulfate,50.000mg,morphine 50mg modified-release capsules,NA,1,1,1
2078141000033110,35921211000001100,Tramadol 75mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,75.000mg,tramadol 75mg modified-release tablets,NA,1,1,1
2180341000033110,,,,,,,morphine sulfate suppositories 35 mg,NA,1,1,1
2180441000033110,,,,,,,morphine sulfate suppositories 50 mg,NA,1,1,1
2180541000033110,,,,,,,morphine sulfate suppositories 75 mg,NA,1,1,1
2180641000033110,,,,,,,morphine sulfate suppositories 100 mg,NA,1,1,1
2226941000033110,134812008,Fentanyl 200microgram lozenges,Lozenge,Buccal,Fentanyl citrate,200.000microgram,fentanyl 200microgram lozenges,NA,1,1,1
2227041000033110,134810000,Fentanyl 400microgram lozenges,Lozenge,Buccal,Fentanyl citrate,400.000microgram,fentanyl 400microgram lozenges,NA,1,1,1
2227141000033110,134809005,Fentanyl 600microgram lozenges,Lozenge,Buccal,Fentanyl citrate,600.000microgram,fentanyl 600microgram lozenges,NA,1,1,1
2227241000033110,134808002,Fentanyl 800microgram lozenges,Lozenge,Buccal,Fentanyl citrate,800.000microgram,fentanyl 800microgram lozenges,NA,1,1,1
2227341000033110,134807007,Fentanyl 1.2mg lozenges,Lozenge,Buccal,Fentanyl citrate,1.200mg,fentanyl 1.2mg lozenges,NA,1,1,1
2227441000033110,134806003,Fentanyl 1.6mg lozenges,Lozenge,Buccal,Fentanyl citrate,1.600mg,fentanyl 1.6mg lozenges,NA,1,1,1
2227541000033110,152911000001100,Actiq 200microgram lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,200.000microgram,actiq 200microgram lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
2227641000033110,437011000001104,Actiq 400microgram lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,400.000microgram,actiq 400microgram lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
2227741000033110,906611000001102,Actiq 600microgram lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,600.000microgram,actiq 600microgram lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
2227841000033110,732011000001108,Actiq 800microgram lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,800.000microgram,actiq 800microgram lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
2227941000033110,305111000001108,Actiq 1.2mg lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,1.200mg,actiq 1.2mg lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
2228041000033110,745311000001104,Actiq 1.6mg lozenges with integral oromucosal applicator,Lozenge,Buccal,Fentanyl citrate,1.600mg,actiq 1.6mg lozenges with integral oromucosal applicator (teva uk ltd),NA,1,1,1
251441000033113,5238811000001100,Chloroform and Morphine tincture,Not applicable,Route of administration not applicable,Chloroform/ Ethanol 90%/ Ether/ Liquorice liquid extract/ Morphine hydrochloride/ Peppermint oil/ Purified water/ Treacle,125.000ml/1.000litre + 125.000ml/1.000litre + 30.000ml/1.000litre + 125.000ml/1.000litre + 2.290mg/1.000ml + 1.000ml/1.000litre + 50.000ml/1.000litre + 125.000ml/1.000litre,chloroform and morphine tincture,NA,1,1,1
2584741000033110,134614006,Apomorphine 2mg sublingual tablets sugar free,Sublingual tablet,Sublingual,Apomorphine hydrochloride,2.000mg,apomorphine 2mg sublingual tablets sugar free,NA,1,1,1
2584841000033110,134615007,Apomorphine 3mg sublingual tablets sugar free,Sublingual tablet,Sublingual,Apomorphine hydrochloride,3.000mg,apomorphine 3mg sublingual tablets sugar free,NA,1,1,1
2737541000033110,35913711000001100,Buprenorphine 35micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,35.000microgram/1.000hour,buprenorphine 35micrograms/hour transdermal patches,NA,1,1,1
2737641000033110,35913811000001100,Buprenorphine 52.5micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,52.500microgram/1.000hour,buprenorphine 52.5micrograms/hour transdermal patches,NA,1,1,1
2737741000033110,35913911000001100,Buprenorphine 70micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,70.000microgram/1.000hour,buprenorphine 70micrograms/hour transdermal patches,NA,1,1,1
2737841000033110,3446611000001100,Transtec 35micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,35.000microgram/1.000hour,transtec 35micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
2737941000033110,3448811000001100,Transtec 52.5micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,52.500microgram/1.000hour,transtec 52.5micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
2738041000033110,3449311000001100,Transtec 70micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,70.000microgram/1.000hour,transtec 70micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
2748441000033110,36131011000001100,Oxycodone 5mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,5.000mg,oxycodone 5mg modified-release tablets,NA,1,1,1
2748541000033110,4074911000001100,OxyContin 5mg modified-release tablets,Modified-release tablet,Oral,Oxycodone hydrochloride,5.000mg,oxycontin 5mg modified-release tablets (napp pharmaceuticals ltd),NA,1,1,1
2912141000033110,4525911000001100,Morphgesic SR 10mg tablets,Modified-release tablet,Oral,Morphine sulfate,10.000mg,morphgesic sr 10mg tablets (advanz pharma),NA,1,1,1
2912241000033110,4526811000001100,Morphgesic SR 30mg tablets,Modified-release tablet,Oral,Morphine sulfate,30.000mg,morphgesic sr 30mg tablets (advanz pharma),NA,1,1,1
2912341000033110,4527211000001100,Morphgesic SR 60mg tablets,Modified-release tablet,Oral,Morphine sulfate,60.000mg,morphgesic sr 60mg tablets (advanz pharma),NA,1,1,1
2912441000033110,4527911000001100,Morphgesic SR 100mg tablets,Modified-release tablet,Oral,Morphine sulfate,100.000mg,morphgesic sr 100mg tablets (advanz pharma),NA,1,1,1
2980341000033110,5212811000001100,Tramadol 50mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Tramadol hydrochloride,50.000mg,tramadol 50mg orodispersible tablets sugar free,NA,1,1,1
2980441000033110,5197011000001100,Zamadol Melt 50mg tablets,Orodispersible tablet,Oral,Tramadol hydrochloride,50.000mg,zamadol melt 50mg tablets (mylan),NA,1,1,1
3032841000033110,4389411000001100,Morphine 20mg modified-release granules sachets sugar free,Modified-release granules,Oral,Morphine sulfate,20.000mg,morphine 20mg modified-release granules sachets sugar free,NA,1,1,1
3032941000033110,4389511000001100,Morphine 30mg modified-release granules sachets sugar free,Modified-release granules,Oral,Morphine sulfate,30.000mg,morphine 30mg modified-release granules sachets sugar free,NA,1,1,1
3057641000033110,7381611000001100,Tramacet 37.5mg/325mg tablets,Tablet,Oral,Paracetamol/ Tramadol hydrochloride,325.000mg + 37.500mg,tramacet 37.5mg/325mg tablets (grunenthal ltd),NA,1,1,1
3097541000033110,319740004,Acenocoumarol 1mg tablets,Tablet,Oral,Acenocoumarol,1.000mg,acenocoumarol 1mg tablets,NA,1,1,1
3179641000033110,322556006,Dipipanone 10mg / Cyclizine 30mg tablets,Tablet,Oral,Cyclizine hydrochloride/ Dipipanone hydrochloride,30.000mg + 10.000mg,dipipanone 10mg / cyclizine 30mg tablets,NA,1,1,1
3180341000033110,7386811000001100,Tramadol 37.5mg / Paracetamol 325mg tablets,Tablet,Oral,Paracetamol/ Tramadol hydrochloride,325.000mg + 37.500mg,tramadol 37.5mg / paracetamol 325mg tablets,NA,1,1,1
3192341000033110,3788211000001100,Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets,Tablet,Oral,Estradiol valerate/ Medroxyprogesterone acetate,1.000mg + 2.500mg,estradiol valerate 1mg / medroxyprogesterone 2.5mg tablets,NA,1,1,1
3192441000033110,3864111000001100,Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets,Tablet,Oral,Estradiol valerate/ Medroxyprogesterone acetate,1.000mg + 5.000mg,estradiol valerate 1mg / medroxyprogesterone 5mg tablets,NA,1,1,1
3192541000033110,3788311000001100,Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets,Tablet,Oral,Estradiol valerate/ Medroxyprogesterone acetate,2.000mg + 5.000mg,estradiol valerate 2mg / medroxyprogesterone 5mg tablets,NA,1,1,1
3192741000033110,409322009,Conjugated oestrogens 625microgram / Medroxyprogesterone 5mg tablets,Tablet,Oral,Conjugated oestrogens/ Medroxyprogesterone acetate,625.000microgram + 5.000mg,conjugated oestrogens 625microgram / medroxyprogesterone 5mg tablets,NA,1,1,1
3192841000033110,15621411000001100,Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets,Modified-release tablet,Oral,Conjugated oestrogens/ Medroxyprogesterone acetate,300.000microgram + 1.500mg,conjugated oestrogens 300microgram / medroxyprogesterone 1.5mg modified-release tablets,NA,1,1,1
3248041000033110,9089711000001100,Durogesic DTrans 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,durogesic dtrans 25micrograms/hour transdermal patches (janssen-cilag ltd),NA,1,1,1
3248141000033110,9089911000001100,Durogesic DTrans 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,durogesic dtrans 50micrograms/hour transdermal patches (janssen-cilag ltd),NA,1,1,1
3248241000033110,9090111000001100,Durogesic DTrans 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,durogesic dtrans 75micrograms/hour transdermal patches (janssen-cilag ltd),NA,1,1,1
3248341000033110,9090311000001100,Durogesic DTrans 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,durogesic dtrans 100micrograms/hour transdermal patches (janssen-cilag ltd),NA,1,1,1
3343341000033110,9567211000001100,Buprenorphine 5micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,5.000microgram/1.000hour,buprenorphine 5micrograms/hour transdermal patches,NA,1,1,1
3343441000033110,9567411000001100,Buprenorphine 10micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,10.000microgram/1.000hour,buprenorphine 10micrograms/hour transdermal patches,NA,1,1,1
3343541000033110,9567311000001100,Buprenorphine 20micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,20.000microgram/1.000hour,buprenorphine 20micrograms/hour transdermal patches,NA,1,1,1
3343641000033110,9565311000001100,BuTrans 5micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,5.000microgram/1.000hour,butrans 5micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
3343741000033110,9565611000001100,BuTrans 10micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,10.000microgram/1.000hour,butrans 10micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
3343841000033110,9565911000001100,BuTrans 20micrograms/hour transdermal patches,Transdermal patch,Transdermal,Buprenorphine,20.000microgram/1.000hour,butrans 20micrograms/hour transdermal patches (napp pharmaceuticals ltd),NA,1,1,1
3344141000033110,9532211000001100,Zamadol 24hr 150mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,150.000mg,zamadol 24hr 150mg modified-release tablets (mylan),NA,1,1,1
3344241000033110,9532611000001100,Zamadol 24hr 200mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,zamadol 24hr 200mg modified-release tablets (mylan),NA,1,1,1
3344341000033110,9532911000001100,Zamadol 24hr 300mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,300.000mg,zamadol 24hr 300mg modified-release tablets (mylan),NA,1,1,1
3344441000033110,9533211000001100,Zamadol 24hr 400mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,400.000mg,zamadol 24hr 400mg modified-release tablets (mylan),NA,1,1,1
3839341000033110,9752311000001100,Fentanyl 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,fentanyl 12micrograms/hour transdermal patches,NA,1,1,1
3839441000033110,9751111000001100,Durogesic DTrans 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,durogesic dtrans 12micrograms/hour transdermal patches (janssen-cilag ltd),NA,1,1,1
3909541000033110,20475011000001100,Mabron 100mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,100.000mg,mabron 100mg modified-release tablets (teva uk ltd),NA,1,1,1
3909641000033110,20475211000001100,Mabron 150mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,150.000mg,mabron 150mg modified-release tablets (teva uk ltd),NA,1,1,1
3909741000033110,20475411000001100,Mabron 200mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,mabron 200mg modified-release tablets (teva uk ltd),NA,1,1,1
3996441000033110,11054611000001100,Tradorec XL 100mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,100.000mg,tradorec xl 100mg tablets (endo ventures ltd),NA,1,1,1
3996541000033110,11054811000001100,Tradorec XL 200mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,tradorec xl 200mg tablets (endo ventures ltd),NA,1,1,1
3996641000033110,11055011000001100,Tradorec XL 300mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,300.000mg,tradorec xl 300mg tablets (endo ventures ltd),NA,1,1,1
4010641000033110,11055811000001100,Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate,2.000mg + 500.000microgram,buprenorphine 2mg / naloxone 500microgram sublingual tablets sugar free,NA,1,1,1
4010741000033110,11055911000001100,Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free,Sublingual tablet,Sublingual,Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate,8.000mg + 2.000mg,buprenorphine 8mg / naloxone 2mg sublingual tablets sugar free,NA,1,1,1
4022641000033110,11084511000001100,Matrifen 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,matrifen 12micrograms/hour transdermal patches (teva uk ltd),NA,1,1,1
4022741000033110,11084911000001100,Matrifen 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,matrifen 25micrograms/hour transdermal patches (teva uk ltd),NA,1,1,1
4022841000033110,11085311000001100,Matrifen 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,matrifen 50micrograms/hour transdermal patches (teva uk ltd),NA,1,1,1
4022941000033110,11085711000001100,Matrifen 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,matrifen 75micrograms/hour transdermal patches (teva uk ltd),NA,1,1,1
4023041000033110,11085911000001100,Matrifen 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,matrifen 100micrograms/hour transdermal patches (teva uk ltd),NA,1,1,1
4259141000033110,12037411000001100,Tramadol 50mg modified-release tablets,Modified-release tablet,Oral,Tramadol hydrochloride,50.000mg,tramadol 50mg modified-release tablets,NA,1,1,1
4259241000033110,11985311000001100,Zydol SR 50mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,50.000mg,zydol sr 50mg tablets (grunenthal ltd),NA,1,1,1
4386641000033110,12881511000001100,Mezolar Matrix 12micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,12.000microgram/1.000hour,mezolar matrix 12micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4386741000033110,12882011000001100,Mezolar Matrix 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,mezolar matrix 50micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4386841000033110,12882411000001100,Mezolar Matrix 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,mezolar matrix 75micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4386941000033110,12882611000001100,Mezolar Matrix 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,mezolar matrix 100micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4387041000033110,12881711000001100,Mezolar Matrix 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,mezolar matrix 25micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4426041000033110,12875111000001100,Fentalis Reservoir 100micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,100.000microgram/1.000hour,fentalis reservoir 100micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4426141000033110,12875011000001100,Fentalis Reservoir 75micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,75.000microgram/1.000hour,fentalis reservoir 75micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4426241000033110,12874911000001100,Fentalis Reservoir 50micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,50.000microgram/1.000hour,fentalis reservoir 50micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4426341000033110,12874811000001100,Fentalis Reservoir 25micrograms/hour transdermal patches,Transdermal patch,Transdermal,Fentanyl,25.000microgram/1.000hour,fentalis reservoir 25micrograms/hour transdermal patches (sandoz ltd),NA,1,1,1
4434241000033110,12143711000001100,Morphine sulfate 5mg/5ml oral solution,Oral solution,Oral,Morphine sulfate,1.000mg/1.000ml,morphine sulfate 5mg/5ml oral solution,NA,1,1,1
4459341000033110,12790311000001100,Tramulief SR 100mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,100.000mg,tramulief sr 100mg tablets (advanz pharma),NA,1,1,1
4459441000033110,12790511000001100,Tramulief SR 150mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,150.000mg,tramulief sr 150mg tablets (advanz pharma),NA,1,1,1
4459541000033110,12790811000001100,Tramulief SR 200mg tablets,Modified-release tablet,Oral,Tramadol hydrochloride,200.000mg,tramulief sr 200mg tablets (advanz pharma),NA,1,1,1
451141000033116,11720111000001100,Diamorphine 3mg/5ml oral solution,Oral solution,Oral,Diamorphine hydrochloride,600.000microgram/1.000ml,diamorphine 3mg/5ml oral solution,NA,1,1,1
4523041000033110,11592111000001100,Tramquel SR 50mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,50.000mg,tramquel sr 50mg capsules (mylan),NA,1,1,1
4523141000033110,11592311000001100,Tramquel SR 100mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,100.000mg,tramquel sr 100mg capsules (mylan),NA,1,1,1
4523241000033110,11592511000001100,Tramquel SR 150mg capsules,Modified-release capsule,Oral,Tramadol hydrochloride,150.000mg,tramquel sr 150mg capsules (mylan),NA,1,1,1
